"Notes"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"State"	"State Code"	"Age Group"	"Age Group Code"	Population
	"1999"	"1999"	"Idaho"	"16"	"45-49 years"	"45-49"	90083
	"1999"	"1999"	"Idaho"	"16"	"50-54 years"	"50-54"	74530
	"1999"	"1999"	"Idaho"	"16"	"55-59 years"	"55-59"	58108
	"1999"	"1999"	"Idaho"	"16"	"60-64 years "	"60-64"	46544
	"1999"	"1999"	"Idaho"	"16"	"65-69 years"	"65-69"	39821
	"1999"	"1999"	"Idaho"	"16"	"70-74 years"	"70-74"	35543
	"1999"	"1999"	"Idaho"	"16"	"75-79 years"	"75-79"	30157
	"1999"	"1999"	"Idaho"	"16"	"80-84 years"	"80-84"	21095
	"1999"	"1999"	"Idaho"	"16"	"85+ years"	"85+"	17544
	"1999"	"1999"	"Illinois"	"17"	"< 1 year"	"1"	173288
	"1999"	"1999"	"Illinois"	"17"	"1-4 years"	"1-4"	708678
	"1999"	"1999"	"Illinois"	"17"	"5-9 years"	"5-9"	929962
	"1999"	"1999"	"Illinois"	"17"	"10-14 years"	"10-14"	893453
	"1999"	"1999"	"Illinois"	"17"	"15-19 years"	"15-19"	893729
	"1999"	"1999"	"Illinois"	"17"	"20-24 years"	"20-24"	833765
	"1999"	"1999"	"Illinois"	"17"	"25-29 years"	"25-29"	897285
	"1999"	"1999"	"Illinois"	"17"	"30-34 years"	"30-34"	928426
	"1999"	"1999"	"Illinois"	"17"	"35-39 years"	"35-39"	1009780
	"1999"	"1999"	"Illinois"	"17"	"40-44 years"	"40-44"	977421
	"1999"	"1999"	"Illinois"	"17"	"45-49 years"	"45-49"	857556
	"1999"	"1999"	"Illinois"	"17"	"50-54 years"	"50-54"	726545
	"1999"	"1999"	"Illinois"	"17"	"55-59 years"	"55-59"	567540
	"1999"	"1999"	"Illinois"	"17"	"60-64 years "	"60-64"	461748
	"1999"	"1999"	"Illinois"	"17"	"65-69 years"	"65-69"	400609
	"1999"	"1999"	"Illinois"	"17"	"70-74 years"	"70-74"	377467
	"1999"	"1999"	"Illinois"	"17"	"75-79 years"	"75-79"	315497
	"1999"	"1999"	"Illinois"	"17"	"80-84 years"	"80-84"	217871
	"1999"	"1999"	"Illinois"	"17"	"85+ years"	"85+"	188400
	"1999"	"1999"	"Indiana"	"18"	"< 1 year"	"1"	83904
	"1999"	"1999"	"Indiana"	"18"	"1-4 years"	"1-4"	337001
	"1999"	"1999"	"Indiana"	"18"	"5-9 years"	"5-9"	440415
	"1999"	"1999"	"Indiana"	"18"	"10-14 years"	"10-14"	439078
	"1999"	"1999"	"Indiana"	"18"	"15-19 years"	"15-19"	455151
	"1999"	"1999"	"Indiana"	"18"	"20-24 years"	"20-24"	420595
	"1999"	"1999"	"Indiana"	"18"	"25-29 years"	"25-29"	417385
	"1999"	"1999"	"Indiana"	"18"	"30-34 years"	"30-34"	419558
	"1999"	"1999"	"Indiana"	"18"	"35-39 years"	"35-39"	482834
	"1999"	"1999"	"Indiana"	"18"	"40-44 years"	"40-44"	479433
	"1999"	"1999"	"Indiana"	"18"	"45-49 years"	"45-49"	429304
	"1999"	"1999"	"Indiana"	"18"	"50-54 years"	"50-54"	366436
	"1999"	"1999"	"Indiana"	"18"	"55-59 years"	"55-59"	288461
	"1999"	"1999"	"Indiana"	"18"	"60-64 years "	"60-64"	234501
	"1999"	"1999"	"Indiana"	"18"	"65-69 years"	"65-69"	204460
	"1999"	"1999"	"Indiana"	"18"	"70-74 years"	"70-74"	192620
	"1999"	"1999"	"Indiana"	"18"	"75-79 years"	"75-79"	158156
	"1999"	"1999"	"Indiana"	"18"	"80-84 years"	"80-84"	105403
	"1999"	"1999"	"Indiana"	"18"	"85+ years"	"85+"	90274
	"1999"	"1999"	"Iowa"	"19"	"< 1 year"	"1"	36894
	"1999"	"1999"	"Iowa"	"19"	"1-4 years"	"1-4"	149836
	"1999"	"1999"	"Iowa"	"19"	"5-9 years"	"5-9"	202438
	"1999"	"1999"	"Iowa"	"19"	"10-14 years"	"10-14"	210410
	"1999"	"1999"	"Iowa"	"19"	"15-19 years"	"15-19"	228268
	"1999"	"1999"	"Iowa"	"19"	"20-24 years"	"20-24"	199745
	"1999"	"1999"	"Iowa"	"19"	"25-29 years"	"25-29"	181811
	"1999"	"1999"	"Iowa"	"19"	"30-34 years"	"30-34"	184425
	"1999"	"1999"	"Iowa"	"19"	"35-39 years"	"35-39"	221799
	"1999"	"1999"	"Iowa"	"19"	"40-44 years"	"40-44"	226687
	"1999"	"1999"	"Iowa"	"19"	"45-49 years"	"45-49"	209662
	"1999"	"1999"	"Iowa"	"19"	"50-54 years"	"50-54"	172878
	"1999"	"1999"	"Iowa"	"19"	"55-59 years"	"55-59"	136955
	"1999"	"1999"	"Iowa"	"19"	"60-64 years "	"60-64"	118821
	"1999"	"1999"	"Iowa"	"19"	"65-69 years"	"65-69"	107971
	"1999"	"1999"	"Iowa"	"19"	"70-74 years"	"70-74"	105306
	"1999"	"1999"	"Iowa"	"19"	"75-79 years"	"75-79"	91808
	"1999"	"1999"	"Iowa"	"19"	"80-84 years"	"80-84"	67138
	"1999"	"1999"	"Iowa"	"19"	"85+ years"	"85+"	64782
	"1999"	"1999"	"Kansas"	"20"	"< 1 year"	"1"	37717
	"1999"	"1999"	"Kansas"	"20"	"1-4 years"	"1-4"	149485
	"1999"	"1999"	"Kansas"	"20"	"5-9 years"	"5-9"	196167
	"1999"	"1999"	"Kansas"	"20"	"10-14 years"	"10-14"	204242
	"1999"	"1999"	"Kansas"	"20"	"15-19 years"	"15-19"	210417
	"1999"	"1999"	"Kansas"	"20"	"20-24 years"	"20-24"	185908
	"1999"	"1999"	"Kansas"	"20"	"25-29 years"	"25-29"	175407
	"1999"	"1999"	"Kansas"	"20"	"30-34 years"	"30-34"	176480
	"1999"	"1999"	"Kansas"	"20"	"35-39 years"	"35-39"	211714
	"1999"	"1999"	"Kansas"	"20"	"40-44 years"	"40-44"	212236
	"1999"	"1999"	"Kansas"	"20"	"45-49 years"	"45-49"	188648
	"1999"	"1999"	"Kansas"	"20"	"50-54 years"	"50-54"	155509
	"1999"	"1999"	"Kansas"	"20"	"55-59 years"	"55-59"	118900
	"1999"	"1999"	"Kansas"	"20"	"60-64 years "	"60-64"	98820
	"1999"	"1999"	"Kansas"	"20"	"65-69 years"	"65-69"	90679
	"1999"	"1999"	"Kansas"	"20"	"70-74 years"	"70-74"	86584
	"1999"	"1999"	"Kansas"	"20"	"75-79 years"	"75-79"	75198
	"1999"	"1999"	"Kansas"	"20"	"80-84 years"	"80-84"	52730
	"1999"	"1999"	"Kansas"	"20"	"85+ years"	"85+"	51497
	"1999"	"1999"	"Kentucky"	"21"	"< 1 year"	"1"	52771
	"1999"	"1999"	"Kentucky"	"21"	"1-4 years"	"1-4"	212762
	"1999"	"1999"	"Kentucky"	"21"	"5-9 years"	"5-9"	279246
	"1999"	"1999"	"Kentucky"	"21"	"10-14 years"	"10-14"	279093
	"1999"	"1999"	"Kentucky"	"21"	"15-19 years"	"15-19"	292505
	"1999"	"1999"	"Kentucky"	"21"	"20-24 years"	"20-24"	280619
	"1999"	"1999"	"Kentucky"	"21"	"25-29 years"	"25-29"	283190
	"1999"	"1999"	"Kentucky"	"21"	"30-34 years"	"30-34"	286835
	"1999"	"1999"	"Kentucky"	"21"	"35-39 years"	"35-39"	323273
	"1999"	"1999"	"Kentucky"	"21"	"40-44 years"	"40-44"	318015
	"1999"	"1999"	"Kentucky"	"21"	"45-49 years"	"45-49"	288496
	"1999"	"1999"	"Kentucky"	"21"	"50-54 years"	"50-54"	252943
	"1999"	"1999"	"Kentucky"	"21"	"55-59 years"	"55-59"	199700
	"1999"	"1999"	"Kentucky"	"21"	"60-64 years "	"60-64"	166288
	"1999"	"1999"	"Kentucky"	"21"	"65-69 years"	"65-69"	144509
	"1999"	"1999"	"Kentucky"	"21"	"70-74 years"	"70-74"	129509
	"1999"	"1999"	"Kentucky"	"21"	"75-79 years"	"75-79"	103629
	"1999"	"1999"	"Kentucky"	"21"	"80-84 years"	"80-84"	67156
	"1999"	"1999"	"Kentucky"	"21"	"85+ years"	"85+"	57514
	"1999"	"1999"	"Louisiana"	"22"	"< 1 year"	"1"	64309
	"1999"	"1999"	"Louisiana"	"22"	"1-4 years"	"1-4"	253052
	"1999"	"1999"	"Louisiana"	"22"	"5-9 years"	"5-9"	339437
	"1999"	"1999"	"Louisiana"	"22"	"10-14 years"	"10-14"	350265
	"1999"	"1999"	"Louisiana"	"22"	"15-19 years"	"15-19"	369278
	"1999"	"1999"	"Louisiana"	"22"	"20-24 years"	"20-24"	321955
	"1999"	"1999"	"Louisiana"	"22"	"25-29 years"	"25-29"	300851
	"1999"	"1999"	"Louisiana"	"22"	"30-34 years"	"30-34"	307731
	"1999"	"1999"	"Louisiana"	"22"	"35-39 years"	"35-39"	348414
	"1999"	"1999"	"Louisiana"	"22"	"40-44 years"	"40-44"	347893
	"1999"	"1999"	"Louisiana"	"22"	"45-49 years"	"45-49"	309678
	"1999"	"1999"	"Louisiana"	"22"	"50-54 years"	"50-54"	260765
	"1999"	"1999"	"Louisiana"	"22"	"55-59 years"	"55-59"	204008
